application_id,term,program,major,country,uni_tier,cgpa_10,gre_total,gre_aw,toefl,ielts,work_exp_years,internships,projects,research_exp,publications,sop_score,lor_score,portfolio_score,interview_score,gender,income_bucket,first_gen,chance_of_admit,admit_label
16027,Fall 2025,MTech,Finance,Netherlands,Tier3,9.72,335,5.5,95,7.0,0.6,2,1,False,1,3.5,4.5,3.5,4.0,Female,Low,False,0.8974,1
16028,Spring 2025,MBA,Mech,France,Tier2,8.32,305,6.0,116,7.5,2.2,0,6,False,0,3.5,3.0,2.5,3.0,Male,Middle,False,0.8478,1
16029,Spring 2025,MS,CS,Indonesia,Tier3,9.05,323,3.5,98,6.5,3.1,1,3,False,0,4.5,3.5,2.0,2.5,Male,High,True,0.892,1
16030,Fall 2025,MTech,Civil,Germany,Tier2,7.12,294,5.0,111,7.0,0.4,0,1,True,2,4.0,2.5,2.0,2.5,Male,Middle,False,0.7122,1
16031,Spring 2025,MS,Mech,Ukraine,Tier3,8.56,331,4.0,86,,1.4,2,2,False,0,2.0,4.0,4.0,3.0,Male,Low,True,0.8106,0
16032,Spring 2025,MS,Bio,Bangladesh,Tier2,7.62,298,2.5,112,7.5,1.5,2,4,False,0,4.5,3.0,2.5,4.0,Male,Low,False,0.7616,1
16033,Spring 2026,MBA,Civil,Sweden,Tier2,7.93,321,5.0,105,6.5,1.2,0,1,False,0,2.5,3.0,3.0,5.0,Female,Low,False,0.7725,1
16034,Fall 2025,MBA,ECE,China,Tier1,9.42,334,5.5,100,,0.0,0,3,False,0,3.5,2.5,2.0,2.5,Male,Middle,False,0.874,1
16035,Spring 2026,PhD,Mech,Ukraine,Tier2,7.35,300,5.0,106,,2.5,1,1,False,0,4.0,3.5,3.5,3.0,Male,Low,True,0.7313,1
16036,Fall 2025,MS,ECE,Bangladesh,Tier3,7.62,308,4.0,89,7.5,0.1,0,1,False,1,3.0,2.5,2.5,2.5,Male,Middle,False,0.6492,0
16037,Spring 2025,PhD,DS,Qatar,Tier3,6.79,290,4.0,100,,3.3,1,1,True,0,3.0,4.0,4.0,2.5,Male,Middle,True,0.6709,1
16038,Fall 2024,PhD,ECE,United States,Tier2,8.4,304,5.0,85,,0.5,2,3,True,2,5.0,2.5,3.5,3.0,Male,Low,True,0.8055,1
16039,Spring 2026,PhD,CS,Vietnam,Tier3,7.1,299,4.5,88,,4.9,3,4,False,0,3.0,3.0,3.0,5.0,Female,Low,False,0.7019,0
16040,Fall 2024,MTech,Bio,Spain,Tier2,8.52,310,5.5,85,6.0,2.6,0,3,False,0,3.0,3.0,3.5,5.0,Male,Low,False,0.7809,1
16041,Fall 2025,MS,CS,Indonesia,Tier3,6.12,274,4.5,82,7.5,0.0,2,1,False,1,2.0,4.0,2.0,4.5,Female,Low,False,0.452,0
16042,Fall 2025,MBA,Mech,China,Tier3,8.09,307,3.5,75,6.0,1.7,1,4,False,0,3.0,4.0,3.5,3.0,Male,Middle,True,0.7147,1
16043,Spring 2026,MTech,Finance,Italy,Tier3,7.02,298,4.0,120,,1.6,0,1,True,2,3.0,4.0,4.0,3.5,Male,Low,True,0.6384,0
16044,Fall 2025,MBA,Civil,Singapore,Tier1,8.26,313,3.5,82,7.5,1.5,1,2,False,1,3.0,4.0,2.5,2.5,Male,Middle,False,0.76,1
16045,Fall 2024,MBA,ECE,Russia,Tier1,7.59,283,4.0,106,6.5,4.5,1,2,False,1,4.5,4.0,4.0,3.0,Female,Middle,False,0.8021,1
16046,Fall 2025,MS,CS,Australia,Tier2,7.12,310,2.5,76,6.5,4.7,2,3,False,1,2.5,3.5,3.5,3.0,Female,Low,True,0.6688,1
16047,Spring 2025,MS,ECE,Malaysia,Tier2,7.25,299,5.5,88,8.0,1.2,0,7,False,0,4.5,3.5,3.5,2.0,Non-binary,High,False,0.7466,0
16048,Spring 2026,MS,ECE,Mexico,Tier3,6.83,278,3.0,89,,4.4,1,6,False,0,4.0,4.5,4.0,3.0,Female,Low,True,0.6764,0
16049,Fall 2025,MTech,Mech,Netherlands,Tier1,8.35,299,3.5,112,7.0,0.8,1,4,False,0,3.5,2.5,3.5,4.0,Female,Middle,False,0.8163,1
16050,Fall 2025,MTech,ECE,Nepal,Tier3,6.66,290,4.0,98,,0.0,2,3,False,0,2.5,3.5,3.0,3.0,Male,Middle,False,0.602,0
16051,Fall 2025,MTech,CS,Nigeria,Tier3,7.36,283,2.5,80,8.5,3.4,1,4,False,0,3.0,4.5,4.5,1.5,Male,Low,True,0.6284,1
16052,Spring 2026,MBA,Mech,India,Tier1,7.91,311,4.0,93,,0.9,0,1,False,0,2.5,3.0,3.0,4.0,Female,Low,False,0.6869,1
16053,Spring 2025,MTech,CS,Qatar,Tier1,9.05,334,4.5,113,,2.8,2,2,False,1,3.5,3.5,2.5,4.0,Female,Low,False,0.9383,1
16054,Fall 2024,MS,DS,Brazil,Tier2,7.59,291,5.5,107,8.5,2.5,1,8,True,1,3.0,3.0,3.5,4.5,Female,Middle,True,0.7494,0
16055,Fall 2025,MBA,DS,Sri Lanka,Tier2,7.38,286,4.0,86,,0.8,2,4,False,0,2.5,3.0,3.0,1.5,Female,Middle,False,0.6013,0
16056,Fall 2024,MS,CS,Poland,Tier2,7.85,297,3.5,77,7.0,2.7,0,6,False,0,5.0,4.5,3.0,3.5,Male,Middle,False,0.6628,1
16057,Fall 2024,MBA,Bio,Sweden,Tier2,5.73,260,2.5,83,6.5,4.4,0,3,False,1,2.5,4.0,3.0,4.0,Male,High,False,0.3851,0
16058,Fall 2024,MTech,CS,New Zealand,Tier2,6.52,280,6.0,101,,1.5,0,4,False,0,4.5,3.5,2.5,2.0,Male,High,True,0.5417,1
16059,Fall 2024,MBA,Finance,United Kingdom,Tier2,7.26,295,4.0,73,7.5,2.4,2,0,False,1,4.0,4.5,2.0,4.5,Male,Middle,False,0.7406,0
16060,Spring 2026,MBA,DS,Chile,Tier3,6.96,293,4.0,92,,0.7,2,6,False,0,4.0,3.0,3.0,3.0,Male,High,True,0.6937,1
16061,Spring 2026,MTech,CS,Norway,Tier2,6.16,263,2.5,77,8.5,3.0,3,1,False,0,3.0,4.0,2.0,3.0,Female,Middle,False,0.4442,0
16062,Fall 2025,MBA,CS,Germany,Tier2,8.37,319,4.5,91,6.5,0.0,2,1,False,0,3.5,3.5,4.5,3.0,Male,Low,False,0.8279,1
16063,Fall 2024,MBA,CS,Egypt,Tier1,7.83,292,3.5,100,,2.3,1,5,False,0,4.0,3.5,2.0,2.5,Male,Low,False,0.7944,1
16064,Fall 2024,MS,DS,Singapore,Tier2,7.73,308,5.5,95,5.5,0.5,1,1,False,1,2.5,3.0,3.0,5.0,Female,Middle,False,0.6973,1
16065,Fall 2024,MS,CS,Nigeria,Tier3,6.98,271,4.5,100,7.0,1.2,0,4,False,0,2.5,3.0,3.5,3.5,Male,Low,False,0.468,0
16066,Spring 2026,MS,ECE,Ukraine,Tier2,7.67,314,4.0,111,,0.0,0,1,False,0,3.0,3.0,2.5,4.5,Female,Middle,True,0.7325,0
16067,Fall 2024,MBA,CS,Sweden,Tier1,8.06,300,3.0,120,8.5,0.1,3,0,False,0,3.5,2.5,4.0,3.5,Female,High,True,0.7623,1
16068,Spring 2026,MTech,CS,China,Tier1,7.36,299,4.0,106,8.5,0.0,2,2,False,0,3.5,3.5,2.5,2.5,Male,Middle,False,0.6028,1
16069,Spring 2025,MS,Civil,Canada,Tier2,8.0,311,4.0,103,,0.9,0,4,False,1,3.0,3.5,3.0,3.0,Female,Low,False,0.7107,0
16070,Fall 2025,MS,DS,Russia,Tier2,6.88,272,4.0,84,7.0,2.3,1,5,False,0,3.0,4.5,2.5,3.0,Female,Low,False,0.5563,0
16071,Spring 2025,MS,Finance,Ukraine,Tier1,7.69,307,2.5,106,6.5,0.3,0,3,True,2,2.5,3.5,4.0,3.5,Male,Middle,False,0.7408,0
16072,Spring 2026,MS,Bio,United Kingdom,Tier3,8.63,310,3.5,115,7.0,0.0,1,1,False,0,4.0,2.5,3.5,3.0,Female,Low,True,0.7512,1
16073,Spring 2026,MBA,DS,Vietnam,Tier3,8.71,314,3.5,88,8.0,0.7,0,2,True,1,4.5,4.5,3.5,4.0,Male,Middle,True,0.8414,1
16074,Fall 2024,MS,DS,Malaysia,Tier1,8.79,312,4.5,89,,2.2,1,2,False,0,3.5,2.5,2.5,2.0,Female,Low,False,0.7026,0
16075,Spring 2025,MS,Mech,Nigeria,Tier2,7.86,318,2.5,89,7.0,0.0,1,3,False,1,3.0,3.5,2.5,4.5,Male,Middle,False,0.7308,0
16076,Spring 2026,MBA,Finance,Thailand,Tier3,7.63,286,5.5,78,,1.2,1,4,False,0,3.5,2.0,5.0,4.0,Female,Middle,False,0.5534,0
16077,Fall 2025,MS,CS,Nigeria,Tier3,7.2,294,5.0,94,7.0,4.2,0,2,False,0,3.0,2.0,2.5,2.5,Female,Low,False,0.7394,0
16078,Fall 2025,MBA,CS,Ukraine,Tier1,5.97,262,3.0,75,,1.2,1,1,True,0,3.5,3.5,3.0,2.5,Female,Low,False,0.5154,0
16079,Spring 2026,MTech,CS,Saudi Arabia,Tier2,6.39,287,6.0,93,7.5,3.2,1,4,True,1,3.0,3.5,2.0,3.5,Female,Middle,False,0.6764,1
16080,Spring 2025,MBA,Finance,Malaysia,Tier2,7.45,318,4.0,101,7.5,0.0,3,2,True,3,3.5,3.5,2.0,3.0,Male,Middle,True,0.732,0
16081,Spring 2025,MBA,CS,Thailand,Tier3,7.5,289,4.0,97,,4.4,1,1,False,0,3.0,4.0,2.0,2.5,Male,Middle,False,0.731,1
16082,Spring 2026,MS,Mech,Mexico,Tier3,8.87,321,4.5,91,,0.0,2,5,False,0,4.5,4.5,4.5,4.0,Male,Middle,True,0.8794,1
16083,Fall 2025,MBA,DS,Malaysia,Tier2,8.78,315,4.5,78,,0.0,0,3,False,0,3.0,3.0,3.0,4.5,Male,High,False,0.7304,1
16084,Spring 2026,PhD,Bio,Argentina,Tier2,6.98,297,4.0,109,,2.5,1,7,False,1,3.0,4.0,4.0,3.0,Female,Low,True,0.6349,1
16085,Spring 2026,MS,DS,Thailand,Tier2,8.34,308,3.0,75,,1.3,0,4,False,0,4.5,2.0,3.0,3.5,Male,Middle,False,0.7657,1
16086,Fall 2025,MBA,DS,Canada,Tier2,7.17,299,3.5,96,,1.9,1,2,False,0,3.0,3.5,3.0,3.5,Male,Low,False,0.7992,1
16087,Spring 2026,PhD,DS,China,Tier3,8.21,304,4.5,113,7.5,0.6,3,5,False,0,3.0,4.5,3.5,2.0,Male,Low,True,0.7959,0
16088,Spring 2026,MS,Econ,France,Tier2,8.33,333,5.0,99,7.5,2.9,2,4,False,0,4.0,3.5,4.0,3.5,Female,Middle,True,0.8692,1
16089,Fall 2024,MS,CS,Brazil,Tier3,8.72,295,5.5,110,7.5,0.0,1,1,False,0,3.0,2.5,3.0,3.0,Male,Low,True,0.8053,1
16090,Spring 2025,MS,Econ,Canada,Tier1,7.16,293,3.5,100,,3.6,0,5,False,0,3.5,2.5,2.0,4.5,Female,Low,True,0.7661,0
16091,Fall 2024,PhD,DS,Saudi Arabia,Tier2,8.51,313,4.0,80,7.0,5.3,1,5,False,0,2.0,3.0,3.0,3.5,Female,Low,False,0.7956,1
16092,Spring 2025,MS,DS,United States,Tier1,5.91,267,3.0,107,6.5,0.0,0,5,False,1,3.0,2.5,5.0,2.5,Male,Middle,False,0.4387,0
16093,Spring 2025,MS,CS,Egypt,Tier3,8.77,321,5.0,90,7.5,2.9,1,3,False,0,3.5,3.0,2.5,3.0,Male,Middle,True,0.8584,0
16094,Fall 2025,MTech,ECE,Nepal,Tier2,7.58,298,3.5,90,7.0,5.0,1,4,False,0,3.5,3.0,2.5,2.5,Male,Low,False,0.6627,0
16095,Fall 2025,MBA,Econ,Italy,Tier3,7.6,299,3.5,103,,2.4,1,2,False,0,3.0,4.0,3.0,2.5,Male,Middle,True,0.7464,0
16096,Spring 2025,MTech,DS,New Zealand,Tier2,5.77,269,4.0,81,,1.0,1,5,False,0,4.0,2.5,3.5,4.0,Male,Low,False,0.5263,1
16097,Fall 2024,MS,DS,Egypt,Tier3,7.25,309,2.5,107,7.0,0.2,1,4,False,0,5.0,4.5,3.0,1.5,Male,Low,False,0.7051,1
16098,Fall 2025,MTech,DS,United States,Tier1,8.82,291,4.5,99,7.5,2.4,2,1,False,1,5.0,4.0,2.5,2.5,Female,Low,True,0.7598,0
16099,Spring 2026,MS,DS,Singapore,Tier1,7.22,309,3.5,116,,2.8,1,6,False,0,3.0,3.0,4.0,2.5,Male,Middle,False,0.791,1
16100,Spring 2025,PhD,ECE,Germany,Tier3,8.24,334,6.0,112,7.5,0.0,1,3,False,2,2.5,2.5,4.0,4.0,Male,Middle,False,0.809,0
16101,Fall 2025,MTech,ECE,Nigeria,Tier2,7.63,280,3.5,91,7.0,3.2,1,2,True,1,3.0,3.5,2.0,3.0,Female,Low,False,0.6192,1
16102,Spring 2025,MTech,Finance,Qatar,Tier3,8.56,315,4.0,92,6.5,2.1,1,4,False,0,4.0,4.0,2.5,3.5,Male,Low,True,0.8385,1
16103,Spring 2025,PhD,DS,Japan,Tier3,7.77,314,5.0,88,7.5,0.0,1,0,False,0,3.5,4.0,1.5,3.0,Female,Middle,True,0.6706,1
16104,Fall 2025,MBA,DS,Spain,Tier1,6.76,292,4.5,91,5.5,2.7,0,3,False,0,3.5,3.0,2.0,3.0,Female,Low,True,0.5894,1
16105,Spring 2025,MTech,Econ,Germany,Tier1,7.65,315,5.0,86,,0.0,1,4,False,0,2.5,4.0,2.0,4.0,Male,Middle,False,0.703,1
16106,Spring 2026,MS,Bio,Philippines,Tier2,9.04,327,4.0,94,7.5,0.9,1,4,False,0,3.0,4.0,2.5,3.0,Male,Middle,False,0.8528,0
16107,Fall 2025,MS,Bio,China,Tier2,8.05,285,3.0,78,7.0,3.9,2,1,False,0,4.0,3.5,2.0,2.5,Male,Middle,True,0.6559,1
16108,Spring 2026,MBA,CS,South Africa,Tier1,7.5,309,6.0,84,8.0,2.3,1,4,True,1,4.0,3.5,3.0,3.5,Male,Low,False,0.7175,1
16109,Spring 2025,MS,CS,Indonesia,Tier3,9.63,340,5.0,115,7.5,0.5,1,4,False,0,4.0,3.0,3.5,4.5,Male,Middle,True,0.8847,1
16110,Spring 2026,MS,DS,Ghana,Tier2,8.64,331,4.5,82,6.5,2.9,1,4,False,0,3.0,3.0,2.5,2.5,Female,Middle,True,0.8024,1
16111,Fall 2025,MS,CS,Brazil,Tier3,8.34,295,5.0,77,,1.0,2,3,False,0,3.5,4.5,4.0,3.0,Female,Middle,True,0.7316,1
16112,Spring 2026,MS,CS,Turkey,Tier1,7.89,290,3.0,85,,3.5,1,0,False,0,2.5,3.0,1.5,2.5,Female,Low,True,0.7118,1
16113,Fall 2025,MS,DS,Ghana,Tier2,8.26,309,3.5,112,7.0,0.6,0,2,False,0,4.5,3.0,2.5,3.0,Female,Middle,False,0.8013,1
16114,Fall 2024,PhD,ECE,South Africa,Tier2,8.29,323,3.0,86,7.0,1.0,0,2,False,0,2.5,4.0,3.0,4.5,Male,Low,False,0.7377,0
16115,Spring 2026,MS,DS,Poland,Tier3,5.64,279,4.0,89,8.5,2.3,1,1,False,2,2.5,2.5,3.0,2.5,Male,Middle,True,0.3461,0
16116,Fall 2024,MTech,ECE,Turkey,Tier3,7.96,296,3.0,98,7.5,4.2,1,3,True,0,3.5,3.0,1.5,2.5,Female,Low,False,0.761,0
16117,Fall 2024,MS,Econ,Turkey,Tier2,7.46,291,4.5,100,,2.0,2,4,False,0,4.0,3.0,3.5,5.0,Male,Middle,False,0.702,1
16118,Spring 2026,PhD,CS,United Arab Emirates,Tier1,7.15,318,5.0,95,,2.5,1,3,False,0,3.5,3.0,3.0,4.0,Female,Middle,True,0.7252,1
16119,Fall 2024,MTech,CS,Turkey,Tier3,7.42,289,5.0,99,6.0,1.8,1,4,True,0,3.5,4.0,2.0,3.5,Female,High,False,0.7331,1
16120,Spring 2026,MS,CS,South Korea,Tier2,6.2,279,4.0,104,7.5,4.1,1,4,False,0,3.5,4.0,4.0,2.5,Male,Middle,True,0.6827,1
16121,Spring 2025,MBA,Finance,Germany,Tier2,5.98,264,4.0,76,,0.0,2,2,False,2,3.0,3.5,3.5,3.5,Male,Middle,False,0.4273,0
16122,Fall 2025,MBA,Civil,Kenya,Tier2,8.72,322,4.0,89,,0.0,1,5,True,0,3.5,2.5,3.0,3.5,Female,Middle,True,0.7998,1
16123,Fall 2024,MS,Econ,Brazil,Tier2,8.02,296,4.5,84,,0.2,2,4,False,0,2.0,2.0,2.0,2.0,Male,Low,False,0.5959,0
16124,Spring 2026,MTech,Bio,Bangladesh,Tier1,5.5,260,3.5,87,,3.3,2,4,False,0,2.0,2.5,3.0,3.5,Female,Low,False,0.437,1
16125,Fall 2025,MBA,CS,Argentina,Tier2,7.08,284,2.5,108,,2.5,4,1,True,0,2.5,3.5,2.5,2.5,Male,Middle,False,0.6268,0
16126,Fall 2024,MS,Bio,South Korea,Tier3,8.39,306,3.5,107,7.0,3.7,0,5,True,3,3.5,3.5,3.0,3.0,Male,Middle,True,0.8206,1
16127,Fall 2024,MS,Mech,Qatar,Tier1,7.35,290,4.5,93,,2.4,2,6,False,0,4.0,4.0,3.5,2.5,Male,Low,True,0.6729,1
16128,Spring 2025,MTech,CS,Argentina,Tier2,8.72,323,3.0,107,,3.6,2,3,True,1,4.5,3.5,2.0,2.5,Female,High,False,0.8223,1
16129,Spring 2026,MBA,DS,Germany,Tier3,8.54,333,3.0,120,7.0,2.6,0,3,False,1,3.0,3.0,2.0,2.0,Female,Low,False,0.8478,1
16130,Spring 2026,MBA,DS,Poland,Tier1,6.38,270,3.5,77,7.0,2.8,0,0,False,0,2.5,4.0,3.0,3.0,Male,Middle,False,0.4711,1
16131,Fall 2025,MS,Civil,New Zealand,Tier1,7.47,285,2.0,86,,0.0,1,1,True,0,4.0,3.0,3.0,4.0,Female,Low,False,0.5754,1
16132,Fall 2024,MBA,CS,Chile,Tier2,7.2,290,4.5,91,6.5,4.1,0,4,False,0,4.0,3.0,4.0,3.5,Female,Low,True,0.6964,1
16133,Fall 2025,MS,CS,Nepal,Tier3,6.35,267,4.5,96,7.0,2.0,0,3,False,0,4.0,3.0,4.0,2.0,Male,Low,False,0.445,1
16134,Spring 2025,MS,Econ,Thailand,Tier1,6.29,260,4.5,97,,4.0,0,0,True,3,3.0,3.5,3.5,3.5,Female,Low,False,0.4851,0
16135,Spring 2025,PhD,CS,Sweden,Tier3,6.87,295,4.0,82,,3.9,2,1,False,0,3.0,3.5,3.5,2.0,Female,Low,True,0.6527,0
16136,Spring 2026,MS,CS,United Arab Emirates,Tier3,7.02,288,3.0,96,7.0,2.1,1,4,False,1,3.0,2.5,3.5,4.5,Male,Low,True,0.6251,0
16137,Spring 2026,MTech,DS,Saudi Arabia,Tier1,7.85,304,3.0,106,6.0,0.8,2,4,False,0,4.0,2.5,2.5,4.5,Male,Middle,False,0.7476,1
16138,Spring 2026,MTech,ECE,Norway,Tier2,8.54,295,4.5,80,,3.7,0,4,False,0,3.5,3.5,2.5,3.0,Male,Low,True,0.6928,1
16139,Spring 2025,MS,Mech,Qatar,Tier2,8.06,300,4.5,97,7.0,0.2,0,3,False,0,4.0,3.5,3.5,3.0,Male,Middle,True,0.7189,0
16140,Fall 2025,MTech,Bio,Egypt,Tier2,8.28,295,3.0,87,7.5,2.4,0,1,False,1,4.0,3.5,3.5,3.0,Female,Middle,False,0.7706,1
16141,Spring 2025,MBA,CS,Malaysia,Tier2,7.36,293,3.0,77,,0.0,1,0,False,0,3.5,4.5,3.0,3.5,Male,High,False,0.6234,1
16142,Fall 2025,MS,Civil,Mexico,Tier1,8.14,308,4.0,108,,2.4,0,1,False,0,2.5,3.5,3.5,3.0,Male,High,True,0.7262,1
16143,Spring 2025,MS,Econ,Indonesia,Tier3,7.47,296,4.0,100,7.0,3.3,2,4,True,1,3.0,3.5,2.5,3.0,Male,Low,False,0.7216,1
16144,Fall 2024,MBA,Econ,Egypt,Tier3,7.2,284,5.0,83,,3.0,0,4,False,0,2.5,2.5,2.0,4.5,Female,Low,False,0.6151,0
16145,Spring 2026,MS,DS,Nepal,Tier2,9.31,319,5.0,108,8.0,1.1,2,1,False,0,5.0,3.0,2.5,4.0,Female,Low,False,0.8803,1
16146,Spring 2025,MTech,DS,United Arab Emirates,Tier2,5.5,260,3.5,116,7.5,0.7,1,3,False,0,2.0,3.0,2.5,1.5,Male,Middle,True,0.4595,0
16147,Fall 2025,MS,DS,Ghana,Tier3,5.91,271,4.5,93,,3.0,0,3,False,0,3.0,3.5,1.5,3.0,Male,Middle,True,0.4782,0
16148,Fall 2025,MBA,DS,New Zealand,Tier2,7.94,298,4.0,78,9.0,3.9,1,3,False,0,3.5,4.0,4.5,4.5,Male,Middle,False,0.7208,1
16149,Spring 2025,PhD,ECE,Bangladesh,Tier3,7.36,284,3.5,90,6.5,0.0,0,3,False,0,2.5,3.5,3.0,2.5,Male,Low,False,0.5766,1
16150,Fall 2025,MS,Civil,China,Tier3,6.31,265,4.5,68,7.5,1.4,0,4,False,0,3.5,2.0,3.5,1.5,Female,Low,True,0.3437,0
16151,Spring 2025,MS,DS,Saudi Arabia,Tier2,6.65,274,4.5,91,7.5,1.9,1,4,False,0,3.0,3.5,1.5,3.0,Female,Low,True,0.4981,0
16152,Fall 2024,MS,ECE,Argentina,Tier3,6.77,278,5.0,88,6.0,0.4,0,3,True,2,3.5,2.0,3.5,3.5,Female,High,False,0.6129,1
16153,Spring 2026,MBA,CS,Ukraine,Tier3,8.4,301,4.0,104,6.0,3.7,1,3,False,0,4.5,4.0,4.0,3.5,Female,Middle,False,0.8267,1
16154,Fall 2024,MS,Finance,Japan,Tier3,8.69,312,4.0,89,8.0,2.3,0,4,False,0,2.0,3.0,2.5,3.5,Male,High,True,0.8092,1
16155,Spring 2026,MS,ECE,New Zealand,Tier2,9.08,336,3.5,109,7.5,1.9,3,4,False,0,4.0,3.0,4.5,3.0,Female,Middle,True,0.8858,1
16156,Spring 2025,MBA,DS,Norway,Tier2,6.17,269,4.5,82,6.5,1.1,1,4,False,0,3.0,2.5,2.0,3.0,Male,Middle,False,0.4315,0
16157,Spring 2026,MS,CS,France,Tier2,6.37,263,3.5,90,,2.4,1,4,False,0,3.5,3.0,3.5,3.5,Male,Middle,False,0.4401,0
16158,Fall 2025,MTech,Bio,China,Tier2,6.31,260,2.0,74,7.0,1.2,1,3,True,2,2.0,5.0,2.0,3.5,Male,Middle,True,0.4722,0
16159,Fall 2024,MS,ECE,Argentina,Tier3,8.76,336,4.0,86,8.0,0.3,0,8,True,3,3.5,3.0,3.5,2.5,Male,High,False,0.9054,1
16160,Fall 2025,MBA,Civil,United States,Tier3,7.98,315,3.5,106,,0.9,2,4,False,0,4.0,3.5,1.5,3.0,Male,High,False,0.8003,1
16161,Fall 2024,MBA,Bio,Canada,Tier3,7.67,301,1.5,108,7.0,0.4,1,5,False,0,4.0,3.0,4.0,3.0,Male,Middle,False,0.7119,1
16162,Fall 2024,MBA,Finance,Poland,Tier1,7.81,313,3.5,88,,1.6,1,5,False,0,2.5,3.0,3.0,3.0,Female,Low,True,0.8006,0
16163,Spring 2026,MS,Bio,Spain,Tier3,7.55,302,4.5,101,,3.3,1,3,False,0,3.5,4.0,2.5,3.0,Male,Low,False,0.5973,1
16164,Fall 2024,MS,DS,Singapore,Tier2,6.59,279,4.0,102,,0.0,2,0,False,0,3.0,3.0,4.0,3.5,Female,Middle,False,0.548,1
16165,Spring 2026,MS,DS,Italy,Tier1,8.06,293,4.5,81,,2.0,2,2,True,1,3.5,3.0,2.5,3.5,Male,Middle,True,0.7402,1
16166,Spring 2026,MS,DS,South Korea,Tier3,7.43,313,5.5,102,,5.7,3,1,False,0,3.5,5.0,3.0,3.0,Male,Middle,False,0.7903,1
16167,Spring 2025,MS,Mech,Japan,Tier1,6.52,274,3.5,93,,2.6,3,3,False,0,3.0,4.0,2.5,3.0,Male,Low,True,0.5766,1
16168,Spring 2026,MBA,ECE,Egypt,Tier3,8.12,303,3.0,100,6.5,2.1,1,2,False,0,5.0,3.5,3.5,4.5,Female,Low,True,0.7868,1
16169,Spring 2025,MBA,CS,China,Tier2,7.22,291,4.5,93,8.5,4.5,1,3,False,0,3.5,4.5,3.5,3.0,Female,Low,True,0.7727,0
16170,Spring 2025,MS,DS,Pakistan,Tier3,7.8,302,4.5,70,7.0,0.0,1,2,False,0,4.0,4.0,3.5,2.0,Male,Middle,False,0.7149,1
16171,Fall 2025,MS,CS,Russia,Tier2,7.49,301,3.0,97,7.5,4.6,2,2,False,1,2.0,5.0,2.5,4.0,Female,Middle,False,0.6679,0
16172,Fall 2024,MS,DS,Netherlands,Tier1,8.4,316,4.0,95,6.5,0.4,1,7,False,0,4.0,2.5,4.5,4.0,Male,Low,True,0.8496,1
16173,Spring 2025,MBA,Econ,Sri Lanka,Tier1,7.8,295,4.5,91,,2.4,0,3,False,1,4.0,2.5,3.5,5.0,Female,Middle,False,0.762,1
16174,Fall 2025,MS,Mech,South Africa,Tier3,6.8,283,4.0,74,7.0,0.0,1,3,False,0,2.5,3.5,2.0,2.0,Female,High,True,0.5308,1
16175,Fall 2025,MS,ECE,Turkey,Tier2,7.89,308,4.5,108,7.5,0.0,2,3,True,0,4.5,2.0,4.0,3.0,Male,Middle,False,0.715,1
16176,Fall 2024,MS,Econ,Norway,Tier2,7.92,296,3.5,95,,1.3,1,4,False,0,4.0,3.5,3.5,3.0,Non-binary,Middle,False,0.7268,1
16177,Fall 2025,MTech,Finance,Philippines,Tier1,8.06,320,3.0,73,8.0,2.0,1,5,False,0,2.5,3.0,3.0,3.5,Female,Middle,False,0.791,0
16178,Fall 2024,MS,Bio,Ukraine,Tier2,8.53,314,3.5,113,7.5,2.2,1,5,False,0,2.5,1.5,4.0,2.5,Male,Low,True,0.7517,1
16179,Spring 2026,MS,Econ,Japan,Tier1,7.05,303,4.5,100,6.5,4.0,1,8,False,0,4.0,2.0,3.0,4.5,Male,Low,False,0.6902,0
16180,Spring 2026,MBA,ECE,Russia,Tier2,8.2,294,5.0,105,,0.0,0,1,False,0,2.5,2.5,4.5,4.5,Male,Middle,False,0.6723,1
16181,Spring 2026,MTech,Bio,Turkey,Tier3,6.05,276,3.5,89,7.0,1.3,1,6,False,0,3.5,3.0,4.0,5.0,Male,Middle,True,0.4709,1
16182,Spring 2026,MS,Mech,Mexico,Tier2,7.49,287,5.5,94,,0.0,0,6,False,1,1.5,2.5,3.0,3.5,Male,Low,True,0.6065,1
16183,Spring 2026,MS,Econ,Saudi Arabia,Tier2,7.35,287,4.0,106,,1.8,1,6,True,0,2.5,4.0,4.0,1.5,Female,Middle,False,0.7091,1
16184,Spring 2025,MBA,ECE,Ghana,Tier3,8.9,330,3.5,103,,5.5,0,3,True,0,3.5,4.0,4.0,4.0,Male,Low,False,0.8669,1
16185,Spring 2026,MBA,ECE,Sri Lanka,Tier2,7.46,293,2.5,93,6.0,4.1,1,4,False,0,2.5,3.0,3.5,4.0,Female,Middle,True,0.5063,1
16186,Fall 2024,PhD,Bio,Germany,Tier3,8.15,333,4.0,91,7.5,0.0,1,2,False,0,4.0,1.5,3.0,3.5,Female,Middle,False,0.8071,1
16187,Spring 2025,MBA,Finance,Thailand,Tier2,6.01,274,4.5,62,,2.0,4,1,True,0,2.5,3.0,4.0,3.0,Male,High,False,0.577,1
16188,Fall 2024,MS,Mech,France,Tier3,7.28,285,5.0,104,,0.8,0,5,False,0,1.5,3.5,4.5,1.0,Male,Middle,True,0.5309,1
16189,Fall 2025,MBA,Econ,France,Tier1,6.84,289,5.0,105,,4.6,2,0,True,1,2.5,4.0,3.0,4.5,Male,Middle,False,0.7456,1
